genotype,genotype_fold
W10004_0781/PHK76,3
W10004_0781/PHP02,2
W10004_0781/PHZ51,1
W10004_0782/PHK76,1
W10004_0782/PHP02,2
W10004_0782/PHZ51,0
W10004_0783/PHK76,1
W10004_0783/PHP02,2
W10004_0783/PHZ51,0
W10004_0784/PHK76,1
W10004_0784/PHP02,4
W10004_0784/PHZ51,3
W10004_0787/PHK76,1
W10004_0787/PHP02,2
W10004_0787/PHZ51,3
W10004_0789/PHK76,1
W10004_0789/PHP02,0
W10004_0789/PHZ51,2
W10004_0792/PHK76,4
W10004_0792/PHP02,1
W10004_0792/PHZ51,2
W10004_0794/PHK76,3
W10004_0794/PHP02,3
W10004_0794/PHZ51,4
W10004_0795/PHK76,4
W10004_0795/PHP02,0
W10004_0795/PHZ51,0
W10004_0798/PHK76,2
W10004_0798/PHP02,0
W10004_0798/PHZ51,0
W10004_0799/PHK76,0
W10004_0799/PHP02,0
W10004_0799/PHZ51,2
W10004_0800/PHK76,4
W10004_0800/PHP02,1
W10004_0800/PHZ51,0
W10004_0801/PHK76,2
W10004_0801/PHP02,2
W10004_0801/PHZ51,2
W10004_0802/PHK76,1
W10004_0802/PHP02,0
W10004_0802/PHZ51,2
W10004_0803/PHK76,4
W10004_0803/PHP02,2
W10004_0803/PHZ51,0
W10004_0806/PHK76,4
W10004_0806/PHP02,2
W10004_0806/PHZ51,3
W10004_0807/PHK76,1
W10004_0807/PHP02,0
W10004_0807/PHZ51,3
W10004_0812/PHK76,0
W10004_0812/PHP02,0
W10004_0812/PHZ51,4
W10004_0814/PHK76,3
W10004_0814/PHP02,0
W10004_0814/PHZ51,3
W10004_0815/PHK76,3
W10004_0815/PHP02,4
W10004_0815/PHZ51,4
W10004_0818/PHK76,1
W10004_0818/PHP02,2
W10004_0818/PHZ51,4
W10004_0819/PHK76,3
W10004_0819/PHP02,0
W10004_0819/PHZ51,2
W10004_0820/PHK76,3
W10004_0820/PHP02,1
W10004_0820/PHZ51,0
W10004_0822/PHK76,4
W10004_0822/PHP02,3
W10004_0822/PHZ51,0
W10004_0823/PHK76,2
W10004_0823/PHP02,4
W10004_0823/PHZ51,0
W10004_0826/PHK76,2
W10004_0826/PHP02,1
W10004_0826/PHZ51,1
W10004_0827/PHK76,0
W10004_0827/PHP02,4
W10004_0827/PHZ51,1
W10004_0828/PHK76,3
W10004_0828/PHP02,2
W10004_0828/PHZ51,3
W10004_0830/PHK76,2
W10004_0830/PHP02,3
W10004_0830/PHZ51,2
W10004_0832/PHK76,0
W10004_0832/PHP02,0
W10004_0832/PHZ51,1
W10004_0833/PHK76,3
W10004_0833/PHP02,0
W10004_0833/PHZ51,0
W10004_0834/PHK76,4
W10004_0834/PHP02,4
W10004_0834/PHZ51,1
W10004_0836/PHK76,3
W10004_0836/PHP02,1
W10004_0836/PHZ51,2
W10004_0837/PHK76,1
W10004_0837/PHP02,3
W10004_0837/PHZ51,1
W10004_0840/PHK76,1
W10004_0840/PHP02,0
W10004_0840/PHZ51,3
W10004_0842/PHK76,1
W10004_0842/PHP02,0
W10004_0842/PHZ51,4
W10004_0843/PHK76,3
W10004_0843/PHP02,3
W10004_0843/PHZ51,1
W10004_0844/PHK76,0
W10004_0844/PHP02,3
W10004_0844/PHZ51,0
W10004_0847/PHK76,0
W10004_0847/PHP02,2
W10004_0847/PHZ51,3
W10004_0848/PHK76,4
W10004_0848/PHP02,4
W10004_0848/PHZ51,0
W10004_0851/PHK76,4
W10004_0851/PHP02,2
W10004_0851/PHZ51,2
W10004_0852/PHK76,4
W10004_0852/PHP02,1
W10004_0852/PHZ51,1
W10004_0856/PHK76,3
W10004_0856/PHP02,4
W10004_0856/PHZ51,2
W10004_0858/PHK76,2
W10004_0858/PHP02,3
W10004_0858/PHZ51,3
W10004_0859/PHK76,1
W10004_0859/PHP02,1
W10004_0859/PHZ51,3
W10004_0866/PHK76,4
W10004_0866/PHP02,4
W10004_0866/PHZ51,3
W10004_0868/PHK76,0
W10004_0868/PHP02,2
W10004_0868/PHZ51,1
W10004_0869/PHK76,4
W10004_0869/PHP02,4
W10004_0869/PHZ51,1
W10004_0876/PHK76,3
W10004_0876/PHP02,0
W10004_0876/PHZ51,0
W10004_0877/PHK76,1
W10004_0877/PHP02,1
W10004_0877/PHZ51,2
W10004_0879/PHK76,2
W10004_0879/PHP02,3
W10004_0879/PHZ51,3
W10004_0884/PHK76,0
W10004_0884/PHP02,2
W10004_0884/PHZ51,3
W10004_0885/PHK76,2
W10004_0885/PHP02,3
W10004_0885/PHZ51,1
W10004_0886/PHK76,0
W10004_0886/PHP02,4
W10004_0886/PHZ51,4
W10004_0888/PHK76,4
W10004_0888/PHP02,0
W10004_0888/PHZ51,2
W10004_0889/PHK76,3
W10004_0889/PHP02,0
W10004_0889/PHZ51,2
W10004_0891/PHK76,3
W10004_0891/PHP02,2
W10004_0891/PHZ51,3
W10004_0892/PHK76,3
W10004_0892/PHP02,0
W10004_0892/PHZ51,4
W10004_0894/PHK76,0
W10004_0894/PHP02,0
W10004_0894/PHZ51,4
W10004_0896/PHK76,4
W10004_0896/PHP02,0
W10004_0896/PHZ51,3
W10004_0897/PHK76,4
W10004_0897/PHZ51,3
W10004_0900/PHK76,1
W10004_0900/PHP02,2
W10004_0900/PHZ51,3
W10004_0901/PHK76,1
W10004_0901/PHP02,4
W10004_0901/PHZ51,3
W10004_0907/PHK76,3
W10004_0907/PHP02,4
W10004_0907/PHZ51,4
W10004_0913/PHK76,4
W10004_0913/PHP02,2
W10004_0913/PHZ51,2
W10004_0914/PHK76,0
W10004_0914/PHP02,1
W10004_0914/PHZ51,4
W10004_0916/PHK76,3
W10004_0916/PHP02,2
W10004_0916/PHZ51,0
W10004_0918/PHK76,2
W10004_0918/PHP02,2
W10004_0918/PHZ51,4
W10004_0920/PHK76,1
W10004_0920/PHP02,2
W10004_0920/PHZ51,2
W10004_0922/PHK76,2
W10004_0922/PHP02,2
W10004_0922/PHZ51,2
W10004_0928/PHK76,2
W10004_0928/PHP02,2
W10004_0928/PHZ51,1
W10004_0930/PHK76,2
W10004_0930/PHP02,3
W10004_0930/PHZ51,2
W10004_0932/PHK76,3
W10004_0932/PHP02,0
W10004_0932/PHZ51,2
W10004_0935/PHK76,0
W10004_0935/PHP02,1
W10004_0935/PHZ51,3
W10004_0938/PHK76,3
W10004_0938/PHP02,3
W10004_0938/PHZ51,0
W10004_0940/PHK76,3
W10004_0940/PHP02,3
W10004_0940/PHZ51,1
W10004_0943/PHK76,4
W10004_0943/PHP02,2
W10004_0943/PHZ51,3
W10004_0949/PHK76,4
W10004_0949/PHP02,2
W10004_0949/PHZ51,0
W10004_0950/PHK76,4
W10004_0950/PHP02,3
W10004_0950/PHZ51,3
W10004_0951/PHK76,3
W10004_0951/PHP02,4
W10004_0951/PHZ51,1
W10004_0953/PHK76,3
W10004_0953/PHP02,0
W10004_0953/PHZ51,1
W10004_0955/PHK76,2
W10004_0955/PHP02,4
W10004_0955/PHZ51,1
W10004_0956/PHK76,3
W10004_0956/PHP02,4
W10004_0956/PHZ51,3
W10004_0963/PHK76,4
W10004_0963/PHP02,4
W10004_0963/PHZ51,1
W10004_0964/PHK76,1
W10004_0964/PHP02,0
W10004_0964/PHZ51,4
W10004_0965/PHK76,1
W10004_0965/PHP02,4
W10004_0965/PHZ51,0
W10004_0966/PHK76,0
W10004_0966/PHP02,0
W10004_0966/PHZ51,0
W10004_0969/PHK76,3
W10004_0969/PHP02,3
W10004_0969/PHZ51,4
W10004_0970/PHK76,1
W10004_0970/PHP02,4
W10004_0970/PHZ51,3
W10004_0971/PHK76,0
W10004_0971/PHP02,2
W10004_0971/PHZ51,1
W10004_0974/PHK76,3
W10004_0974/PHP02,2
W10004_0974/PHZ51,1
W10004_0975/PHK76,2
W10004_0975/PHP02,1
W10004_0975/PHZ51,0
W10004_0981/PHK76,3
W10004_0981/PHP02,1
W10004_0981/PHZ51,3
W10004_0982/PHK76,2
W10004_0982/PHP02,3
W10004_0982/PHZ51,0
W10004_0984/PHK76,3
W10004_0984/PHP02,4
W10004_0984/PHZ51,2
W10004_0988/PHK76,0
W10004_0988/PHP02,3
W10004_0988/PHZ51,0
W10004_0991/PHK76,3
W10004_0991/PHP02,1
W10004_0991/PHZ51,1
W10004_0996/PHK76,2
W10004_0996/PHP02,3
W10004_0996/PHZ51,0
W10004_0997/PHK76,2
W10004_0997/PHP02,4
W10004_0997/PHZ51,2
W10004_1000/PHK76,2
W10004_1000/PHP02,2
W10004_1000/PHZ51,3
W10004_1001/PHK76,4
W10004_1001/PHP02,4
W10004_1001/PHZ51,0
W10004_1002/PHK76,2
W10004_1002/PHP02,0
W10004_1002/PHZ51,0
W10004_1004/PHK76,1
W10004_1004/PHP02,0
W10004_1004/PHZ51,3
W10004_1007/PHK76,3
W10004_1007/PHP02,2
W10004_1007/PHZ51,1
W10004_1011/PHK76,3
W10004_1011/PHP02,1
W10004_1011/PHZ51,1
W10004_1014/PHK76,2
W10004_1014/PHP02,3
W10004_1014/PHZ51,0
W10004_1015/PHK76,2
W10004_1015/PHP02,4
W10004_1015/PHZ51,3
W10004_1018/PHK76,3
W10004_1018/PHP02,2
W10004_1018/PHZ51,1
W10004_1020/PHK76,1
W10004_1020/PHP02,0
W10004_1020/PHZ51,1
W10004_1032/PHK76,2
W10004_1032/PHP02,3
W10004_1032/PHZ51,1
W10004_1037/PHK76,2
W10004_1037/PHP02,3
W10004_1037/PHZ51,2
W10004_1045/PHK76,3
W10004_1045/PHP02,2
W10004_1045/PHZ51,0
W10004_1052/PHK76,4
W10004_1052/PHP02,1
W10004_1052/PHZ51,2
W10004_1057/PHK76,4
W10004_1057/PHP02,4
W10004_1057/PHZ51,2
W10004_1063/PHK76,3
W10004_1063/PHP02,1
W10004_1063/PHZ51,0
W10004_1064/PHK76,3
W10004_1064/PHP02,4
W10004_1064/PHZ51,4
W10004_1072/PHK76,2
W10004_1072/PHP02,1
W10004_1072/PHZ51,1
W10004_1080/PHK76,4
W10004_1080/PHP02,0
W10004_1080/PHZ51,0
W10004_1081/PHK76,4
W10004_1081/PHP02,4
W10004_1081/PHZ51,4
W10004_1084/PHK76,0
W10004_1084/PHP02,2
W10004_1084/PHZ51,1
W10004_1099/PHK76,4
W10004_1099/PHP02,4
W10004_1099/PHZ51,1
W10004_1104/PHK76,0
W10004_1104/PHP02,1
W10004_1104/PHZ51,4
W10004_1105/PHK76,1
W10004_1105/PHP02,0
W10004_1105/PHZ51,2
W10004_1112/PHK76,0
W10004_1112/PHP02,0
W10004_1112/PHZ51,4
W10004_1117/PHK76,2
W10004_1117/PHP02,0
W10004_1117/PHZ51,2
W10004_1118/PHK76,3
W10004_1118/PHP02,2
W10004_1118/PHZ51,0
W10004_1123/PHK76,2
W10004_1123/PHP02,4
W10004_1123/PHZ51,1
W10004_1140/PHK76,3
W10004_1140/PHP02,2
W10004_1140/PHZ51,4
W10004_1143/PHK76,4
W10004_1143/PHP02,3
W10004_1143/PHZ51,4
W10004_1146/PHK76,0
W10004_1146/PHP02,0
W10004_1146/PHZ51,0
W10004_1156/PHK76,1
W10004_1156/PHP02,4
W10004_1156/PHZ51,4
W10005_0029/CG102,0
W10005_0029/LH185,0
W10005_0029/LH198,3
W10005_0029/PHB47,2
W10005_0037/LH185,4
W10005_0037/LH198,3
W10005_0037/PHB47,2
W10005_0107/CG102,2
W10005_0107/LH185,0
W10005_0107/LH198,2
W10005_0107/PHB47,1
W10005_0111/LH195,4
W10005_0111/PB80,1
W10005_0111/PHB47,0
W10005_0147/CG102,0
W10005_0147/LH185,4
W10005_0147/LH198,4
W10005_0147/PHB47,3
W10005_0220/LH185,4
W10005_0220/LH198,3
W10005_0220/PHB47,0
W10005_0346/LH195,2
W10005_0346/PHB47,4
W10006_0003/PHB47,3
W10006_0004/PHB47,0
W10006_0009/PHB47,3
W10008_0001/PHB47,2
W10008_0009/PHB47,3
W10008_0017/PHB47,4
W10008_0018/PHB47,4
W10008_0037/PHB47,2
W10008_0042/PHB47,3
W10008_0053/PHB47,0
W10008_0059/PHB47,3
W10008_0063/PHB47,3
W10008_0065/PHB47,1
W10008_0069/PHB47,1
W10008_0092/PHB47,2
W10008_0099/PHB47,2
W10008_0119/PHB47,3
W37A/PHB47,1
WF9/C103,2
WF9/H95,4
WF9/LH195,3
WF9/MO17,4
WF9/OH43,4
WF9/PHB47,2
Z013E0002/LH185,2
Z013E0002/LH198,2
Z013E0002/LH82,2
Z013E0002/PHZ51,1
Z013E0003/PB80,3
Z013E0006/LH185,1
Z013E0006/LH195,4
Z013E0006/LH198,2
Z013E0006/LH82,3
Z013E0006/PHZ51,4
Z013E0007/LH185,3
Z013E0007/LH195,3
Z013E0007/LH198,2
Z013E0007/LH82,2
Z013E0007/PB80,4
Z013E0007/PHZ51,0
Z013E0009/LH195,1
Z013E0009/PHZ51,0
Z013E0012/LH195,2
Z013E0012/LH82,3
Z013E0012/PB80,2
Z013E0012/PHZ51,2
Z013E0014/LH185,2
Z013E0014/PHZ51,1
Z013E0016/PB80,4
Z013E0019/LH195,4
Z013E0019/LH198,1
Z013E0019/PB80,4
Z013E0019/PHZ51,4
Z013E0020/LH185,4
Z013E0020/LH82,1
Z013E0020/PHZ51,1
Z013E0021/LH195,1
Z013E0021/PB80,4
Z013E0022/LH185,0
Z013E0022/LH195,0
Z013E0022/LH198,3
Z013E0022/LH82,4
Z013E0022/PB80,0
Z013E0022/PHZ51,4
Z013E0026/LH185,2
Z013E0026/LH195,4
Z013E0026/LH198,4
Z013E0026/LH82,2
Z013E0026/PB80,0
Z013E0026/PHZ51,1
Z013E0027/LH195,1
Z013E0027/PB80,2
Z013E0028/LH185,3
Z013E0028/LH198,3
Z013E0028/LH82,4
Z013E0028/PHZ51,0
Z013E0032/LH185,1
Z013E0032/LH195,4
Z013E0032/LH82,2
Z013E0032/PB80,4
Z013E0034/LH185,2
Z013E0034/LH198,3
Z013E0034/LH82,3
Z013E0034/PHZ51,3
Z013E0035/LH198,0
Z013E0036/LH185,0
Z013E0036/PHZ51,0
Z013E0037/LH185,2
Z013E0037/LH195,1
Z013E0037/LH82,2
Z013E0037/PHZ51,2
Z013E0039/LH185,4
Z013E0039/LH198,1
Z013E0042/PB80,3
Z013E0044/LH195,0
Z013E0044/PB80,1
Z013E0045/LH185,2
Z013E0045/LH198,1
Z013E0045/PHZ51,3
Z013E0046/LH185,3
Z013E0046/LH195,3
Z013E0046/LH198,3
Z013E0046/LH82,3
Z013E0046/PB80,1
Z013E0047/LH195,1
Z013E0047/PHZ51,0
Z013E0052/LH185,3
Z013E0052/LH82,2
Z013E0052/PHZ51,4
Z013E0055/LH185,0
Z013E0055/LH198,2
Z013E0055/LH82,2
Z013E0055/PHZ51,3
Z013E0056/LH185,3
Z013E0056/LH82,1
Z013E0056/PHZ51,0
Z013E0058/LH195,4
Z013E0058/PHZ51,0
Z013E0059/LH185,3
Z013E0059/LH198,1
Z013E0059/PHZ51,0
Z013E0061/LH198,2
Z013E0062/LH195,1
Z013E0062/PB80,0
Z013E0063/LH185,2
Z013E0063/LH198,2
Z013E0063/PHZ51,4
Z013E0066/PB80,4
Z013E0066/PHZ51,1
Z013E0067/LH185,1
Z013E0067/LH198,2
Z013E0067/PHZ51,2
Z013E0069/PB80,3
Z013E0072/LH185,0
Z013E0072/LH198,4
Z013E0072/LH82,2
Z013E0072/PHZ51,4
Z013E0073/LH185,1
Z013E0073/LH198,0
Z013E0073/PB80,3
Z013E0073/PHZ51,4
Z013E0074/LH195,4
Z013E0078/LH185,1
Z013E0078/LH195,3
Z013E0078/LH198,3
Z013E0078/PB80,0
Z013E0078/PHZ51,1
Z013E0079/LH185,2
Z013E0079/LH198,4
Z013E0079/LH82,0
Z013E0079/PHZ51,0
Z013E0080/LH185,4
Z013E0080/LH198,3
Z013E0080/LH82,1
Z013E0080/PHZ51,3
Z013E0082/LH185,0
Z013E0082/LH195,3
Z013E0082/LH198,2
Z013E0082/LH82,1
Z013E0082/PHZ51,1
Z013E0087/LH185,4
Z013E0087/LH195,2
Z013E0087/LH198,0
Z013E0087/LH82,0
Z013E0087/PB80,2
Z013E0087/PHZ51,4
Z013E0088/LH195,2
Z013E0088/LH198,2
Z013E0090/LH185,1
Z013E0090/LH198,4
Z013E0090/LH82,0
Z013E0090/PHZ51,3
Z013E0092/LH198,2
Z013E0093/LH185,1
Z013E0093/LH198,1
Z013E0093/PHZ51,0
Z013E0111/PB80,0
Z022E0003/LH185,0
Z022E0003/LH198,4
Z022E0003/LH82,4
Z022E0003/PHZ51,2
Z022E0005/CG102,1
Z022E0005/LH185,1
Z022E0005/LH198,4
Z022E0005/PB80,4
Z022E0005/PHZ51,4
Z022E0006/CG102,0
Z022E0006/LH185,4
Z022E0006/LH195,3
Z022E0006/LH198,0
Z022E0006/PB80,2
Z022E0006/PHZ51,0
Z022E0008/CG102,1
Z022E0008/LH185,4
Z022E0008/LH198,1
Z022E0008/PHZ51,1
Z022E0009/CG102,0
Z022E0009/LH185,0
Z022E0009/LH195,1
Z022E0009/LH82,0
Z022E0009/PHZ51,1
Z022E0016/PB80,2
Z022E0017/CG102,2
Z022E0017/LH185,3
Z022E0017/LH195,2
Z022E0017/LH198,2
Z022E0017/PB80,1
Z022E0017/PHZ51,1
Z022E0020/CG102,3
Z022E0020/LH198,3
Z022E0023/CG102,1
Z022E0023/LH185,4
Z022E0023/LH195,1
Z022E0023/LH198,3
Z022E0023/LH82,1
Z022E0023/PB80,2
Z022E0023/PHZ51,3
Z022E0025/CG102,4
Z022E0025/LH185,0
Z022E0025/LH198,0
Z022E0025/LH82,1
Z022E0025/PB80,1
Z022E0025/PHZ51,2
Z022E0027/CG102,4
Z022E0027/LH185,3
Z022E0027/LH198,0
Z022E0027/PHZ51,1
Z022E0029/PB80,2
Z022E0036/CG102,4
Z022E0036/LH185,3
Z022E0036/LH198,0
Z022E0036/LH82,0
Z022E0036/PB80,3
Z022E0036/PHZ51,3
Z022E0042/CG102,3
Z022E0042/LH185,3
Z022E0042/LH198,0
Z022E0042/LH82,1
Z022E0042/PHZ51,1
Z022E0044/CG102,1
Z022E0044/LH198,0
Z022E0046/LH185,2
Z022E0046/LH198,1
Z022E0046/LH82,0
Z022E0046/PHZ51,0
Z022E0048/CG102,4
Z022E0048/LH185,1
Z022E0048/LH195,3
Z022E0048/LH198,0
Z022E0048/LH82,0
Z022E0048/PHZ51,2
Z022E0050/CG102,3
Z022E0050/LH198,2
Z022E0050/LH82,0
Z022E0050/PB80,2
Z022E0050/PHZ51,2
Z022E0051/LH185,4
Z022E0051/LH195,4
Z022E0051/PB80,4
Z022E0051/PHZ51,1
Z022E0053/CG102,4
Z022E0053/LH185,1
Z022E0053/LH198,1
Z022E0053/LH82,2
Z022E0053/PHZ51,4
Z022E0059/CG102,0
Z022E0059/LH185,3
Z022E0059/LH195,0
Z022E0059/LH198,4
Z022E0059/LH82,3
Z022E0059/PB80,1
Z022E0059/PHZ51,4
Z022E0060/PB80,3
Z022E0072/CG102,3
Z022E0072/LH195,0
Z022E0072/LH198,2
Z022E0072/LH82,1
Z022E0072/PB80,3
Z022E0072/PHZ51,0
Z022E0073/CG102,3
Z022E0073/LH185,1
Z022E0073/LH195,2
Z022E0073/LH198,4
Z022E0073/LH82,2
Z022E0073/PHZ51,0
Z022E0077/CG102,0
Z022E0077/LH185,0
Z022E0077/LH195,4
Z022E0077/LH198,2
Z022E0077/LH82,4
Z022E0077/PHZ51,0
Z022E0079/LH198,4
Z022E0082/CG102,3
Z022E0083/LH195,0
Z022E0083/PB80,3
Z022E0094/PB80,3
Z022E0095/LH185,1
Z022E0095/LH195,3
Z022E0095/LH198,2
Z022E0095/PHZ51,3
Z022E0097/LH185,2
Z022E0097/LH195,1
Z022E0097/LH198,1
Z022E0097/LH82,0
Z022E0097/PHZ51,4
Z022E0105/CG102,0
Z022E0105/LH185,1
Z022E0105/LH198,4
Z022E0105/LH82,2
Z022E0105/PHZ51,3
Z022E0108/LH185,1
Z022E0108/LH195,0
Z022E0108/LH198,0
Z022E0108/LH82,2
Z022E0108/PHZ51,3
Z022E0110/CG102,0
Z022E0110/LH185,3
Z022E0110/LH195,3
Z022E0110/LH198,4
Z022E0110/LH82,2
Z022E0110/PHZ51,2
Z022E0114/LH185,1
Z022E0114/LH198,1
Z022E0114/LH82,2
Z022E0114/PHZ51,2
Z022E0121/CG102,1
Z022E0121/LH185,1
Z022E0121/LH195,0
Z022E0121/LH198,0
Z022E0121/LH82,2
Z022E0121/PB80,2
Z022E0121/PHZ51,4
Z022E0123/LH185,1
Z022E0123/LH195,4
Z022E0123/LH198,1
Z022E0123/PB80,3
Z022E0123/PHZ51,4
Z022E0130/LH185,4
Z022E0134/CG102,2
Z022E0134/LH198,1
Z022E0142/CG102,0
Z022E0142/LH185,2
Z022E0142/LH198,0
Z022E0142/LH82,1
Z022E0142/PHZ51,1
Z022E0147/PB80,4
Z022E0149/LH185,2
Z022E0149/LH82,1
Z022E0149/PHZ51,0
Z022E0155/LH195,3
Z022E0155/PB80,2
Z022E0160/CG102,4
Z022E0160/LH185,0
Z022E0160/LH198,3
Z022E0160/LH82,3
Z022E0160/PHZ51,4
Z022E0166/LH185,3
Z022E0166/LH198,3
Z022E0166/PHZ51,2
Z022E0178/PB80,1
Z029E0002/LH162,2
Z029E0002/PHZ51,1
Z030E0058/DK3IIH6,1
Z030E0058/LH162,2
Z030E0059/DK3IIH6,2
Z030E0059/LH162,3
Z030E0059/PHZ51,2
Z031E0012/LH162,0
Z031E0012/PHZ51,0
Z031E0556/LH162,0
Z031E0556/PHZ51,1
Z032E0034/LH162,1
Z032E0034/PHZ51,1
Z032E0081/DK3IIH6,3
Z032E0081/LH162,2
Z032E0081/PHZ51,2
Z033E0001/DK3IIH6,3
Z033E0001/LH162,3
Z033E0001/PHZ51,0
Z034E0042/DK3IIH6,1
Z034E0042/LH162,0
Z034E0042/PHZ51,3
Z034E0064/LH162,2
Z034E0064/PHZ51,4
Z035E0047/DK3IIH6,1
Z035E0047/LH162,4
Z035E0047/PHZ51,3
Z035E0060/LH162,3
Z035E0060/PHZ51,4
Z036E0057/LH162,1
Z036E0057/PHZ51,0
Z037E0012/DK3IIH6,3
Z037E0012/LH162,0
Z037E0012/PHZ51,1
Z037E0054/DK3IIH6,1
Z037E0054/LH162,3
Z037E0054/PHZ51,0
Z038E0057/DK3IIH6,4
Z038E0057/LH162,3
Z038E0057/PHZ51,1
